Law ID,State,State Postal Abbreviation,FIPS Code,Type of Law,Effect,Type of Change,Effective Date,Effective Date Note,Effective Date Month,Effective Date Day,Effective Date Year,Statutory Citation,Content,Supercession Date,Controlling Law at Beginning of Period (1979),Age for Minimum Age Laws,"Length of Waiting Period (days, handguns)",Additional Context and Notes,Caveats and Ambiguities,Exception Code,Updated Contents?
MA1054,Massachusetts,MA,25,Firearm Ban,,,,,,,,,No law imposing any firearm ban,,1,,,,,,
MD1001,Maryland,MD,24,Background checks for private sales - handguns,Restrictive,Implement,10/1/1996,,10,1,1996,"Md. Code Ann., Pub. Safety § 5-124","§ 5-124. Secondary transactions.
(a) Seven-day waiting period. 
(1) A person who is not a licensee may not sell, rent, transfer, or purchase a regulated firearm until after 7 days following the time a firearm application is executed by the firearm applicant, in triplicate, and the original is forwarded by a licensee to the Secretary.
(2) As an alternative to completing a secondary sale of a regulated firearm through a licensee, a prospective seller, lessor, or transferor and a prospective purchaser, lessee, or transferee may complete the transaction through a designated law enforcement agency.",,1,,,,,,1
MD1002,Maryland,MD,24,Background checks for private sales - long guns,,,,,,,,,No law requiring background checks for private sales of long guns,,1,,,,,,
MD1003,Maryland,MD,24,Background checks for sales from dealers - handguns,Restrictive,Implement,6/1/1966,,6,1,1966,"Md. Code Ann., Pub. Safety § 5-117.1","Handgun qualification license required for purchase of handguns. … (d) Qualifications for license. Subject to subsections (f) and (g) of this section, the Secretary shall issue a handgun qualification license to a person who the Secretary finds: ... (4) based on an investigation, is not prohibited by federal or State law from purchasing or possessing a handgun.",,1,,,,,,1
MD1004,Maryland,MD,24,Background checks for sales from dealers - long guns,,,,,,,,,No law requiring background checks for sales from dealers of long guns,,1,,,,,,
MD1005,Maryland,MD,24,Carrying a concealed weapon (CCW) - may issue,Permissive,Implement,1/1/1972,"We do not know day or month of implementation, so using January 1.",1,1,1972,"Md. Code Ann., Crim. Law § 4-203(b)(2), Md. Code Ann., Pub. Safety § 5-301 et seq.","§ 5-306. Qualifications for permit.
(a) In general. Subject to subsection (c) of this section, the Secretary shall issue a permit within a reasonable time to a person who the Secretary finds: .....  (6) based on an investigation:
(i) has not exhibited a propensity for violence or instability that may reasonably render the person's possession of a handgun a danger to the person or to another; and
(ii) has good and substantial reason to wear, carry, or transport a handgun, such as a finding that the permit is necessary as a reasonable precaution against apprehended danger.",,1,,,"Although statute says ""shall issue,"" characterized as ""may issue"" because of discretion involved with subsection (6) (""based on an investigation?…has good and substantial reason""..",,,1
MD1006,Maryland,MD,24,Castle Doctrine,Permissive,Implement,1/2/1900,"Not sure about year, so using 1/1/1900.",1,1,1900,,"Common law castle doctrine. Common law castle doctrine was solidified in the United States throughout the 19th century.  “By the beginning of the twentieth century it was well accepted in the United States that a man attacked in his own home had no duty to retreat before using deadly force, so long as he reasonably believed it necessary to save his own life.” Indeed, by the 1920s, sources note that the castle doctrine expanded to cover situations where the individual had a reasonable fear of imminent death or severe bodily harm. (Catalfamo 509).",,1,,,"See Catalfamo (2007), p. 509.",,D,1
MD1007,Maryland,MD,24,Child access laws - negligent storage (CAP),,,,,,,,,No law imposing child access laws - negligent storage (CAP),,1,,,,,,
MD1008,Maryland,MD,24,Child access laws - negligent storage (CAP),Restrictive,Implement,10/1/1992,,10,1,1992,"Md. Ann. Code art. 27, § 36K(b),(e )","(b)  Prohibited acts. Except as provided in this section, an individual may not store or leave a loaded firearm in any location where the individual knew or should have known that an unsupervised minor would gain access to the firearm. (e)  Penalty. Any person who violates this section is guilty of a misdemeanor and upon conviction shall be fined not more than $ 1,000.",,,,,,,,1
MD1009,Maryland,MD,24,Dealer license - handguns,Restrictive,Implement,6/1/1966,,6,1,1966,"Md. Ann. Code art. 27, § 443(a) (1972)","(a) Required.- No person shall engage in the business of selling pistols or revolvers unless he lawfully possesses and conspicuously displays at his place of business, in addition to any other license required by law, a pistol and revolver dealer's license issued by the Superintendent of the Maryland State Police or his duly authorized agent or agents. Such license shall identify the license and the location of his place of business. One such license shall be required for each place of business where pistols or revolvers are sold.",10/1/2003,1,,,,,,
MD1010,Maryland,MD,24,Dealer license - handguns,Restrictive,Modify,10/1/2003,,10,1,2003,"Md. Code Ann., Pub. Safety §§ 5-101, 5-106, 5-107","(a) Required. -- A person must lawfully possess a dealer's license issued by the Secretary before the person engages in the business of selling, renting, or transferring regulated firearms.
(b) One license for each place of business. -- One dealer's license is required for each place of business where regulated firearms are sold.
",,,,,Also applies to assault weapons.,,,
MD1011,Maryland,MD,24,Dealer license - long guns,,,,,,,,,No law requiring dealer license for long guns,,1,,,,,,
MD1012,Maryland,MD,24,Firearm Ban - Assault Weapon Ban (handguns),Restrictive,Implement,6/1/1994,,6,1,1994,Md. Code Ann. § 4-303,"(a) Except as provided in subsection (b) of this section, a person may not:
(1) transport an assault weapon into the State; or
(2) possess, sell, offer to sell, transfer, purchase, or receive an assault weapon.",,,,,List of banned weapons and features in Md. Code Ann. § 4-301.,,,
MD1013,Maryland,MD,24,Firearm Ban - Assault Weapon Ban (long guns),Restrictive,Implement,10/1/2013,,10,1,2013,"Md. Code Ann. §§ 4-301, 4-303","§ 4-301(d) Assault weapon. -- ""ssault weapon"" means:
   (1) an assault long gun;
   (2) an assault pistol; or
   (3) a copycat weapon.s",,,,,"In 2013, adds assault long guns to ban. List of banned weapons and features in Md. Code Ann. § 4-301.",,,
MD1014,Maryland,MD,24,Firearm Ban - Saturday Night Special Ban,Restrictive,Implement,1/1/1990,,1,1,1990,"Md. Code Ann., Pub. Safety Sec. 5-401 et seq.","§ 5-406. Manufacture or sale of handguns 


   (a) Prohibitions. --
   (1) Except as provided in § 5-402 of this subtitle, a person may not manufacture for distribution or sale a handgun that is not included on the handgun roster in the State.

   (2) A person may not sell or offer for sale in the State a handgun manufactured after January 1, 1985, that is not included on the handgun roster.

   (3) A person may not manufacture, sell, or offer for sale a handgun on which the manufacturer's identification mark or number is obliterated, removed, changed, or otherwise altered.
",,,,,,,,
MD1015,Maryland,MD,24,Minimum age for youth possession - handguns,Restrictive,Implement,10/1/1996,,10,1,1996,"Md. Code Ann., Pub. Safety § 5-133(d)","(d) Possession by person under age of 21 years prohibited; exceptions. --
(1) Except as provided in paragraph (2) of this subsection, a person who is under the age of 21 years may not
possess a regulated firearm.",,,21,,"Also applied to assault weapons Md. Code Ann., Pub. Safety § 5-101 defines a ""egulated firearm"" as a handgun or assault weapon..",,,
MD1016,Maryland,MD,24,Minimum age for youth possession - handguns,,,,,,,,,No law imposing minimum age for youth possession of handguns,,1,,,,,H,
MD1017,Maryland,MD,24,Minimum age for youth possession - long guns,Permissive,Repeal,4/8/1997,,4,8,1997,"Md. Ann. Code art. 27, §?406","Section 6, Ch. 14, Acts 1997, approved Apr. 8, 1997, and effective from date of enactment, repealed the subheading ""Minors -- Selling Deadly or Dangerous Weapons to.""",,,,,,,H,
MD1018,Maryland,MD,24,Minimum purchase and sale age - handguns,Restrictive,Implement,,,1,1,1888,Md. Ann. Code art. 27 §?5-134(b),"A dealer or other person may not sell, rent, or transfer a regulated firearm to a purchaser, lessee, or transferee who the dealer or other person knows or has reasonable cause to believe: (1) is under the age of 21 years",,1,21,,"The initial version of the law passed in 1888. The current version excerpted here passed in 2003. The prior version was found in Md. Ann. Code Art. 27, § 442, 445, and before that, in Md. Ann. Code Art. 27, Sec. 491 (1951).",,D,
MD1019,Maryland,MD,24,Minimum purchase and sale age - long guns,Restrictive,Implement,1/1/1970,See caveats and ambiguities about this date,1,1,1970,"Md. Ann. Code art. 27, §?406; Md. Code Ann., Pub. Safety § 5-134(d)(1)(ii) (2016)","It shall be unlawful for any person, be he licensed dealer or not, to sell, barter or give away any firearms whatsoever, or other deadly weapons or any ammunition therefor, to any minor under the age of eighteen years",,1,18,,,"Vernick and Hepburn (2003) stated that 21 is the minimum age for all firearms. This section, which refers to all firearms, must have only applied to long guns, because the section on regulated firearms (assault weapons and handguns) has a different minimum age. Unclear what year this law was first implemented.",,
MD1020,Maryland,MD,24,One gun per month - handguns,Restrictive,Implement,10/1/1996,,10,1,1996,"Md. Code Ann., Pub. Safety § 5-128(b)","?5-128. Purchases within 30 days -- In general 
   (a) Scope of subsection. -- Subsection (b) of this section does not apply to:
   (1) a law enforcement agency;
   (2) an agency authorized to perform law enforcement duties;
   (3) a State or local correctional facility;
   (4) a private security company licensed to do business in the State;
   (5) the purchase of an antique firearm;
   (6) a purchase by a licensee;
   (7) the exchange or replacement of a regulated firearm by a seller for a regulated firearm purchased from the seller by the same person seeking the exchange or replacement within 30 days immediately before the exchange or replacement; or
   (8) a person whose regulated firearm is stolen or irretrievably lost and who considers it essential that the regulated firearm be replaced immediately, if:
      (i) the person provides the licensee with a copy of the official police report or an official summary of the report, a copy of which shall be attached to the firearm application;
      (ii) the official police report or official summary of the report contains the name and address of the regulated firearm owner, a description of the regulated firearm, the location of the loss or theft, the date of the loss or theft, and the date when the loss or theft was reported to the law enforcement agency; and
      (iii) the loss or theft occurred within 30 days before the person's attempt to replace the regulated firearm, as reflected by the date of loss or theft on the official police report or official summary of the report.
(b) One purchase limit. -- A person may not purchase more than one regulated firearm in a 30-day period.",,,,,,,,
MD1021,Maryland,MD,24,One gun per month - handguns,,,,,,,,,No law regarding one gun per month,,1,,,,,,
MD1022,Maryland,MD,24,Open Carry license required - handguns,Permissive,Implement,3/27/1972,,3,27,1972,"Md. Code Ann. § 4-203(a), (b)(2)","(a)(1) Except as provided in subsection (b) of this section, a person may not: (i) wear, carry, or transport a handgun, whether concealed or open, on or about the person;  (b) This section does not prohibit: (2) the wearing, carrying, or transporting of a handgun, in compliance with any limitations imposed under § 5-307 of the Public Safety Article, by a person to whom a permit to wear, carry, or transport the handgun has been issued under Title 5, Subtitle 3 of the Public Safety Article;
",,1,,,See 1972 Laws Ch. 13 for original version.,,,
MD1024,Maryland,MD,24,Registration - handguns,Restrictive,Implement,10/1/1996,,10,1,1996,"Md. Code Ann., Pub. Safety §§ 5-123(d), 5-124E","Sec. 5-123(d) Notification of completed transaction. --
   (1) (i) A licensee who sells, rents, or transfers a regulated firearm in compliance with this subtitle shall forward a copy of the written notification of the completed transaction to the Secretary within 7 days after delivery of the regulated firearm.
      (ii) The notification shall contain an identifying description of the regulated firearm, including its caliber, make, model, any manufacturer's serial number, and any other special or peculiar characteristic or marking by which the regulated firearm may be identified.
   (2) The Secretary shall maintain a permanent record of all notifications received of completed sales, rentals, and transfers of regulated firearms in the State.                                                        Sec. 5-124(e): Notification of completed transaction. --
   (1) (i) A person who sells, rents, or transfers a regulated firearm in compliance with this subtitle shall forward a copy of the written notification of the completed transaction to the Secretary within 7 days after delivery of the regulated firearm.
      (ii) The notification shall contain an identifying description of the regulated firearm, including its caliber, make, model, any manufacturer's serial number, and any other special or peculiar characteristic or marking by which the regulated firearm may be identified.
   (2) The Secretary shall maintain a permanent record of all notifications received of completed sales, rentals, and transfers of regulated firearms in the State.",,,,,"Regulated firearm defined as handgun or assault weapon in MD Code, Public Safety, § 5-101.",,,
MD1025,Maryland,MD,24,Registration - long guns,,,,,,,,,No law requiring registration of long guns,,1,,,,,,
MD1026,Maryland,MD,24,Waiting period - handguns,Restrictive,Implement,6/1/1966,,6,1,1966,Md. Public Safety Code Ann. § 5-124(a),"(b) Application to purchase or transfer. --No dealer shall sell or transfer any pistol or revolver until after seven days shall have elapsed from the time an application to purchase or transfer shall have been executed by the prospective purchaser or transferee, in triplicate, and forwarded by the prospective seller or transferor to the Superintendent of the Maryland State Police.",,1,,7,"See Md. Ann. Code art. 27, § 442 (1991) for initial law.",,,
MD1027,Maryland,MD,24,Waiting period - long guns,,,,,,,,,No law imposing waiting period for purchase of long guns,,1,,,,,G,
MD1028,Maryland,MD,24,Permit to Purchase - handguns,Restrictive,Implement,10/1/2013,,10,1,2013,Md. Public Safety Code Ann. § 5-117.1,"A dealer or any other person may not sell, rent, or transfer a handgun to a purchaser, lessee, or
transferee unless the purchaser, lessee, or transferee presents to the dealer or other person a valid handgun qualification
license issued to the purchaser, lessee, or transferee by the Secretary under this section.  
issuance.",,1,,,"Current law has three types of licenses for gun purchasers and owners: the Firearm Identification Card (?”FID”), the license to carry, and a permit to purchase, rent or lease. Mass. Gen. Laws ch. 140, §§ 129B, 131",,,
MD1029,Maryland,MD,24,"Child access laws - intentional, reckless, or knowing provision",,,,,,,,,"No law imposing child access laws - intentional, reckless, or knowing provision",,1,,,,,,
MD1030,Maryland,MD,24,Background checks for permits to purchase - handguns,Restrictive,Implement,10/1/2013,,10,1,2013,"MD?Code, Public Safety, §?5-117.1","(b) A dealer or any other person may not sell, rent, or transfer a handgun to a purchaser, lessee, or transferee unless the purchaser, lessee, or transferee presents to the dealer or other person a valid handgun qualification license issued to the purchaser, lessee, or transferee by the Secretary under this section. (2) The Secretary shall apply to the Central Repository for a State and national criminal history records check for each applicant for a handgun qualification license.",,,,,,,,1
MD1032,Maryland,MD,24,Prohibited possessor - Adjudicated as mentally incompetent/defective/incapacitated/disabled,Restrictive,Implement,7/1/1988,,7,1,1988,Md. Ann. Code art. 27 § 445?(1988),"(b) Subject to?§ 5-133.3?of this subtitle, a person may not possess a regulated firearm if the person: (6) suffers from a mental disorder as defined in § 10-101(i)(2) of the Health--General Article and has a history of violent behavior against the person or another",,,,,,,,
MD1033,Maryland,MD,24,Prohibited possessor - Committed to MH facility,Restrictive,Implement,7/1/1988,,7,1,1988,Md. Ann. Code art. 27 § 445?(1988),"(b) Subject to?§ 5-133.3?of this subtitle, a person may not possess a regulated firearm if the person: (10) has been involuntarily committed to a facility as defined in § 10-101 of the Health--General Article.",,,,,,,,
MD1034,Maryland,MD,24,Prohibited possessor - DVRO - Discretionary Surrender,Restrictive,Implement,10/1/1996,,10,1,1996,"Md. Code Ann., Pub. Safety § 5-133(b)(8).",(b) The issuance of a Uniform Abuse Prevention Order that includes terms that prohibit the person from possessing a firearm or carrying a concealed weapon.,,,,,"This law is conditional because the original text gave a judge discretion over whether to demand a person served with a DVRO to surrender firearms. An updated law in 2009 made this a requirement. This law is not expanded because Maryland does not allow dating partners to obtain civil protection orders. Under Maryland law, the following people are eligible for a protective order:Md. Code Fam. Law § 4-501 (1) The current or former spouse of the batterer, (2) A cohabitant of the batterer, (3) A person related to the batterer by blood, marriage, or adoption, (4) A vulnerable adult, (5) A person who has a child in common with the batterer, (6) A person who has had a sexual relationship with the respondent within 1 year before the filing of the petition",,,
MD1035,Maryland,MD,24,Prohibited possessor - DVRO - Surrender,Restrictive,Modify,5/19/2009,,5,19,2009,"Maryland Code, Family Law § 4-506(f)","The final protective order shall order the respondent to surrender to law enforcement authorities any firearm in the respondent's possession, and to refrain from possession of any firearm, for the duration of the protective order.",,,,,,,,
MD1036,Maryland,MD,24,Prohibited possessor – Committed to MH facility - voluntary,Restrictive,Implement,10/1/2013,,10,1,2013,"MD Code, Public Safety, § 5-133","(b) Subject to?§ 5-133.3?of this subtitle, a person may not possess a regulated firearm if the person: 
(7) has been found incompetent to stand trial under § 3-106 of the Criminal Procedure Article;
(8) has been found not criminally responsible under § 3-110 of the Criminal Procedure Article;
(9) has been voluntarily admitted for more than 30 consecutive days to a facility as defined in § 10-101 of the Health--General Article;
(11) is under the protection of a guardian appointed by a court under § 13-201(c) or § 13-705 of the Estates and Trusts Article , except for cases in which the appointment of a guardian is solely a result of a physical disability;",,,,,"Includes commitments after criminal trials and appointment of guardian. § 3-110 makes clear that not criminally responsible mean ""ot criminally responsibly by reason of insanity""P",,,
MD1037,Maryland,MD,24,Prohibited Possessor - ERPO - Expanded Ex Parte,Restrictive,Implement,10/1/2018,,10,1,2018,"Md. Code Ann., Pub. Safety §§ 5-601(E)(2); 5-602; 5-603","?603.

    (a)    (1)    When a petition is filed with a District Court commissioner under ?5602(b)(2) of this subtitle, the commissioner may enter an interim extreme risk protective order to prohibit the respondent from possessing a firearm if the commissioner finds that there are reasonable grounds to believe that the respondent poses an immediate and present danger of causing personal injury to the respondent, the petitioner, or another by possessing a firearm.

        (2)    In determining whether to enter an interim extreme risk protective order under this section, the commissioner shall consider:

            (i)    all relevant evidence presented by the petitioner; and

            (ii)    the amount of time that has elapsed since any of the events described in the petition.

        (3)    The interim extreme risk protective order shall:

            (i)    order the respondent to surrender to law enforcement authorities any firearm and ammunition in the respondents possession; and

            (ii)    prohibit the respondent from purchasing or possessing any firearm or ammunition for the duration of the interim extreme risk protective order.

        (4)    If, based on the petition, the commissioner finds probable cause to believe that the respondent meets the requirements for emergency evaluation under Title 10, Subtitle 6 of the Health – General Article, the commissioner shall refer the respondent to law enforcement for a determination of whether the respondent should be taken for an emergency evaluation.

    (b)    (1)    (i)    An interim extreme risk protective order shall state the date, time, and location for a temporary extreme risk protective order hearing and a tentative date, time, and location for a final extreme risk protective order hearing.",,,,,,,,
MD1038,Maryland,MD,24,Prohibited Possessor - ERPO - Expanded,Restrictive,Implement,10/1/2018,,10,1,2018,"Md. Code Ann., Pub. Safety §§ 5-601(E)(2); 5-602; 5-603","?601.

    (a)    In this subtitle the following words have the meanings indicated.

    (b)    Ammunition has the meaning stated in ?5133.1 of this title.

    (c)    Extreme risk protective order means a civil interim, temporary, or final protective order issued in accordance with this subtitle.

    (d)    Firearm has the meaning stated in ?5101 of this title.

    (e)    (1)    Petitioner means an individual who files a petition for an extreme risk protective order under this subtitle.

        (2)    Petitioner includes:

            (i)    a physician, psychologist, clinical social worker, licensed clinical professional counselor, clinical nurse specialist in psychiatric and mental health nursing, psychiatric nurse practitioner, licensed clinical marriage or family therapist, or health officer or designee of a health officer who has examined the individual;

            (ii)    a law enforcement officer;
            (iii)    the spouse of the respondent;
            (iv)    a cohabitant of the respondent;
            (v)    a person related to the respondent by blood, marriage, or adoption;
            (vi)    an individual who has a child in common with the respondent;
            (vii)    a current dating or intimate partner of the respondent; or
            (viii)    a current or former legal guardian of the respondent.

    (f)    “Respondent” means a person against whom a petition for an extreme risk protective order is filed. 

   §5–602.
 (a)    (1)    A petition for an extreme risk protective order shall:
            (i)    be signed and sworn to by the petitioner under the penalty of perjury;
            (ii)    include any information known to the petitioner that the respondent poses an immediate and present danger of causing personal injury to the respondent, the petitioner, or another by possessing a firearm;
            (iii)    set forth specific facts in support of the information described in item (ii) of this paragraph;        ",,,,,"Maryland uses the same abbreviation for an ERPO but the name is slightly different as the state uses ""protective"" instead of ""protection"" order (Extreme Risk Protective Order). This law identifys a broad range of individuals who can file for an extreme risk protection order: (I) a physician, psychologist, clinical social worker, licensed clinical professional counselor, clinical nurse specialist in psychiatric and mental health nursing, psychiatric nurse practitioner, licensed clinical marriage or family therapist, or health officer or designee of a health officer who has examined the individual; (ii) a law enforcement officer; (iii) the spouse of the respondent; (iv) a cohabitant of the respondent; (v) a person related to the respondent by blood, marriage, or adoption; (vi) an individual who has a child in common with the respondent; (vii) a current dating or intimate partner of the respondent; or (viii) a current or former legal guardian of the respondent.
Note that Maryland has three types of orders. In addition to the ex parte and full orders, the State also specifies an interim order that can be requested from judicial commissioners when the court is closed.",,,
MD1039,Maryland,MD,24,Safety training required - handguns,,,,,,,,,No law requiring safety training for handguns,,1,,,,,,
MD1040,Maryland,MD,24,Safety training required - handguns,Restrictive,Implement,10/1/2013,,10,1,2013,"MD Code, Public Safety, § 5-117.1(d)","Subject to subsections (f) and (g) of this section, the Secretary shall issue a handgun qualification license to a person who the Secretary finds...(3) except as provided in subsection (e) of this section, has demonstrated satisfactory completion, within 3 years prior to the submission of the application, of a firearms safety training course approved by the Secretary?that includes:
(i) a minimum of 4 hours of instruction by a qualified handgun instructor;
(ii) classroom instruction on:
1. State firearm law;
2. home firearm safety; and
3. handgun mechanisms and operation; and
(iii) a firearms orientation component that demonstrates the person's safe operation and handling of a firearm;",,,,,,,,
MD1041,Maryland,MD,24,Prohibited Possessor - ERPO,,,,,,,,,No law prohibiting possession of firearms by individuals subject to ERPO,,1,,,,,,
MD1042,Maryland,MD,24,Prohibited possessor - DVRO,,,,,,,,,No law prohibiting individuals subject to DVRO from possessing firearms,,1,,,,,,
MD1043,Maryland,MD,24,Prohibited possessor - Mental health,,,,,,,,,No law prohibiting individuals with mental health issues from possessing firearms,,1,,,,,,
MD1044,Maryland,MD,24,Registration - handguns,Restrictive,Modify,10/1/2013,,10,1,2013,"MD?Code, Public?Safety, §?5-143(a)",A person who moves into the State with the intent of becoming a resident shall register all regulated firearms with the Secretary within 90 days after establishing residency.,,,,,"Adds requirement for new residents.  Regulated firearm defined as handgun or assault weapon in MD Code, Public Safety, § 5-101",,,
MD1045,Maryland,MD,24,Safety training required - long guns,,,,,,,,,No law requiring safety training for long guns,,1,,,,,,
MD1046,Maryland,MD,24,Minimum age for youth possession - long guns,,,,,,,,,No law imposing minimum age for youth possession of long guns,,1,,,,,,
MD1047,Maryland,MD,24,Background checks for sales from dealers – Federal – handguns,Restrictive,Implement,2/28/1994,,2,28,1994,18 U.S.C.A. § 922(t),"Beginning on the date that is 90 days after the date of enactment of this subsection and ending on the day before the date that is 60 months after such date of enactment, it shall be unlawful for any licensed importer, licensed manufacturer, or licensed dealer to sell, deliver, or transfer a handgun to an individual who is not licensed under section 923, unless— 
(A) after the most recent proposal of such transfer by the transferee— 
(i) the transferor has— 
(I) received from the transferee a statement of the transferee containing the information described in paragraph (3); 
(II) verified the identity of the transferee by examining the identification document presented; 
(III) within 1 day after the transferee furnishes the statement, provided notice of the contents of the statement to the chief law enforcement officer of the place of residence of the transferee; and 
(IV) within 1 day after the transferee furnishes the statement, transmitted a copy of the statement to the chief law enforcement officer of the place of residence of the transfere",,,,,Part of the 1994 Brady Handgun Violence Prevention Act (Interim provisions),,,1
MD1048,Maryland,MD,24,Background checks for sales from dealers – Federal – long guns,Restrictive,Implement,11/30/1998,,11,30,1998,18 U.S.C.A. § 922(t)(1),"Beginning on the date that is 30 days after the Attorney General notifies licensees under section 103(d) of the Brady Handgun Violence Prevention Act that the national instant criminal background check system is established, a licensed importer, licensed manufacturer, or licensed dealer shall not transfer a firearm to any other person who is not licensed under this chapter, unless—
(A) before the completion of the transfer, the licensee contacts the national instant crimin",,,,,The National Instant Criminal Background Check System (NICS) was created in 1998. The Brady Act's interim provisions  requiring background checks for handguns were struck down and replaced with the requirement to conduct background checks on all dealer sales.,,,1
MD1049,Maryland,MD,24,Permit to Purchase - handguns,,,,,,,,,No law requiring permit for the purchase of a handgun,,1,,,,,,
MD1050,Maryland,MD,24,Permit to Purchase - long guns,,,,,,,,,No law requiring permit for the purchase of a long gun,,1,,,,,,
MD1050,Maryland,MD,24,Open Carry not restricted - long guns,,,,,,,,,No law restricting open carry for long guns,,1,,,,,,
MD1051,Maryland,MD,24,Firearm Ban,,,,,,,,,No law imposing any firearm ban,,1,,,,,,
ME1001,Maine,ME,23,Background checks for private sales - handguns,,,,,,,,,No law requiring background checks for private sales of handguns,,1,,,,,,
ME1002,Maine,ME,23,Background checks for sales from dealers - handguns,,,,,,,,,No law requiring background checks for sales from dealers of handguns,,1,,,,,,
ME1003,Maine,ME,23,Carrying a concealed weapon (CCW) - may issue,Permissive,Implement,1/1/1917,"Not sure about day + month, so using January 1.",1,1,1917,Maine Ch. 217 (1917),"Sec 1: No person shall in a threatening manner display any firearm … nor shall wear under his clothes or concealed about his person any such firearm…unless first licensed so to do in the following manner. 
Sec. 2. Municipal officers may issue license. The chief of police or city marshal or in his absence, either of his captains of police of any city or the selectmen of any town, may upon written application issue to any person of good moral character, a certificate setting forth that such person has complied with the requirements of this law and that he has been duly licensed to carry such weapon or weapons. Said license shall continue in effect until revoked by the chief of police or by the selectmen of the town in which said license was issued.",9/19/1985,1,,,,"There is disagreement in the sources. Some sources cite 25 Maine Rev. Stat. Ann. § 2032 (1981) as implementing ""ay issue,"" but we think the language here is adequate. See Schwanda v. Boney, 418 A.2d 163 (1980), where the Maine Supreme Judicial Court says, citing this law, that: ""municipal authorities must grant a license to an applicant who does meet the statutory criterion.""



y",,1
ME1004,Maine,ME,23,Carrying a concealed weapon (CCW) - shall issue,Permissive,Modify,9/19/1985,,9,19,1985,25 Maine Rev. Stat. Ann. § 2001,"Criteria for issuing permit. The issuing authority shall, upon written application, issue a permit to carry concealed firearms to any legal resident of that municipality who has demonstrated good moral character and who meets the following requirements (A through E).",10/15/2015,,,,,"See 1985 Law c. 478, § 2. Most sources cite 1985 as the year Maine became ""hall issue."" See, for example, Grossman and Lee (2008). Vernick and Hepburn (2003) disagree, citing 1981 statute, 25 Maine Rev. Stat. Ann § 2032.e",,1
ME1005,Maine,ME,23,Carrying a concealed weapon (CCW) - shall issue (permit not required),Permissive,Modify,10/15/2015,,10,15,2015,25 Maine Rev. Stat. Ann. § 2001(A)(2)(A-1),"1. Display or carrying prohibited.
A person may not, unless excepted by a provision of law: B. Wear under the person's clothes or conceal about the person's person a firearm, slingshot, knuckles, bowie knife, dirk, stiletto or other dangerous or deadly weapon usually employed in the attack on or defense of a person.
2. Exceptions. The provisions of this section concerning the carrying of concealed weapons do not apply to: 
A-1. A handgun carried by a person who is 21 years of age or older and is not otherwise prohibited from carrying a firearm or is 18 years of age or older and under 21 years of age and is on active duty in the Armed Forces of the United States or the National Guard or is an honorably discharged veteran of the Armed Forces of the United States or the National Guard and is not otherwise prohibited from carrying a firearm.",,,,,,,,1
MA1005,Massachusetts,MA,25,Castle Doctrine,Permissive,Modify,3/23/1982,,3,23,1982,Mass. Gen. Laws Ch. 278 § 8A,"In the prosecution of a person who is an occupant of a dwelling charged with killing or injuring one who was unlawfully in said dwelling, it shall be a defense that the occupant was in his dwelling at the time of the offense and that he acted in the reasonable belief that the person unlawfully in said dwelling was about to inflict great bodily injury or death upon said occupant or upon another person lawfully in said dwelling, and that said occupant used reasonable means to defend himself or such other person lawfully in said dwelling. There shall be no duty on said occupant to retreat from such person unlawfully in said dwelling.",,,,,,,,1
ME1007,Maine,ME,23,"Child access laws - intentional, reckless, or knowing provision",,,,,,,,,"No law imposing child access laws - intentional, reckless, or knowing provision",,1,,,,,,
ME1008,Maine,ME,23,Dealer license - handguns,,,,,,,,,No law requiring dealer license for handguns,,1,,,,,,
ME1009,Maine,ME,23,Minimum age for youth possession - handguns,,,,,,,,,No law imposing minimum age for youth possession of handguns,,1,,,,,H,
ME1010,Maine,ME,23,Minimum purchase and sale age - handguns,Restrictive,Modify,8/14/2003,,8,14,2003,"Me. Stat., 17-A § 554-B (2)",§ 554-B 2. A person is guilty of unlawfully transferring a handgun to a minor if that person knowingly transfers a handgun to a person who the transferor knows or has reasonable cause to believe is a minor.,5/1/1976,,18,,"§ 554-B. Unlawful transfer of handgun to minor

1. As used in this section, the following terms have the following meanings.

A. ""andgun"" means a firearm that has a short stock and is designed to be held and fired by the use of a single

hand, or any combination of parts from which a handgun can be assembled.

B. ""Minor"" means a person under 18 years of age.

C. ""Transfer"" means to sell, furnish, give, lend, deliver or otherwise provide, with or without consideration.; exceptions listed in § 554-B (3) include parental consent, target practice, hunting, etc..",,,
ME1011,Maine,ME,23,Minimum purchase and sale age - long guns,Restrictive,Implement,5/1/1976,,5,1,1976,"Me. Stat., 17-A § 554-A","§ 554-A 2. A person is guilty of unlawfully transferring a firearm to a person under 16 years of age if that person, who is not the parent, foster parent or guardian of the person under 16 years of age, knowingly transfers a firearm to a person under 16 years of age. Violation of this subsection is a Class D crime.2-A. A person is guilty of unlawfully selling a firearm to a person 16 years of age or older and under 18 years of age if that person, who is not the parent, foster parent or guardian of the person 16 years of age or older and under 18 years of age, knowingly sells a firearm to a person 16 years of age or older and under 18 years of age.
",,1,16,,,,,
ME1012,Maine,ME,23,One gun per month - handguns,,,,,,,,,No law regarding one gun per month,,1,,,,,,
ME1013,Maine,ME,23,Open Carry not restricted - long guns,,,,,,,,,No law restricting open carry for long guns,,1,,,,,,
